,title,budget,popularity,release_date,revenue,runtime,vote_average,vote_count
681,Burn After Reading,37000000,13.206798999999998,2008,"194,441,345.30",96,6.5,1251
682,The Island,126000000,11.443647,2005,"213,344,092.34",136,6.5,1813
683,Tropic Thunder,92000000,8.980941,2008,"223,363,568.74",107,6.5,1707
684,Step Brothers,65000000,8.579638000000001,2008,"152,146,419.23",98,6.5,1084
685,The Tree of Life,32000000,11.204539,2011,"62,161,847.88",139,6.5,1009
686,21,35000000,8.33756,2008,"82,925,183.39",123,6.5,1406
687,Bridesmaids,32500000,6.8109910000000005,2011,"327,877,575.95",125,6.5,1697
688,Rio,90000000,10.403228,2011,"551,006,508.81",96,6.5,2213
689,Hanna,30000000,8.071196,2011,"72,517,017.98",111,6.5,1284
690,The Ring,48000000,13.740965,2002,"354,410,906.99",115,6.5,1720
691,Ice Age: The Meltdown,80000000,16.646029000000002,2006,"838,306,336.54",91,6.5,3034
692,Unknown,30000000,14.443599,2011,"148,697,562.08",113,6.5,1288
693,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,18000000,8.278336,2006,"331,766,620.24",82,6.5,1617
694,The Adjustment Bureau,50200000,9.420301,2011,"145,381,059.18",106,6.5,1677
695,The Princess Diaries,37000000,7.387171,2001,"238,713,713.28",115,6.5,1063
696,Hellboy,66000000,13.206854000000002,2004,"134,440,788.65",122,6.5,2278
697,Friends with Benefits,35000000,10.009007,2011,"171,092,479.82",109,6.5,2306
698,Angels & Demons,150000000,22.211558,2009,"425,109,819.82",138,6.5,2183
699,Chicken Run,45000000,11.834245,2000,"333,857,131.33",84,6.5,1190
700,Fast & Furious,85000000,1.498902,2009,"432,918,893.06",107,6.5,2426
701,Public Enemies,80000000,10.364794,2009,"255,228,677.55",140,6.5,1371
702,1408,25000000,9.196884,2007,"116,785,206.02",104,6.5,1372
703,Ocean's Thirteen,85000000,12.16276,2007,"383,997,288.74",122,6.5,2040
704,Ice Age: Dawn of the Dinosaurs,90000000,12.980624,2009,"1,056,996,825.67",94,6.5,2330
705,28 Weeks Later,15000000,12.884191,2007,"79,236,705.78",100,6.5,1225
706,Underworld: Evolution,50000000,12.496805,2006,"141,219,458.41",106,6.4,1548
707,Demolition Man,57000000,11.626116,1993,"281,457,161.78",115,6.4,1018
708,Signs,72000000,11.211568,2002,"580,261,213.88",106,6.4,1624
709,Live Free or Die Hard,110000000,14.886039000000002,2007,"473,077,642.76",128,6.4,2122
710,Epic,100000000,11.913405,2013,"294,578,070.02",102,6.4,1143
711,Forgetting Sarah Marshall,30000000,15.106676,2008,"124,908,339.55",111,6.4,1194
712,Warm Bodies,35000000,10.430238,2013,"128,377,490.44",97,6.4,2698
713,Rambo,50000000,9.91556,2008,"134,494,031.37",92,6.4,1009
714,Oblivion,120000000,14.654053,2013,"314,048,514.42",124,6.4,4862
715,The Ugly Truth,38000000,8.450799,2009,"244,731,610.82",96,6.4,1005
716,X-Men: Apocalypse,178000000,28.712522,2016,"579,517,187.65",144,6.4,4831
717,Evil Dead,17000000,12.01525,2013,"107,046,063.63",91,6.4,1754
718,Cloverfield,25000000,12.868098,2008,"202,807,066.64",85,6.4,2297
719,Minions,74000000,547.4882980000001,2015,"1,248,000,451.41",91,6.4,4729
720,Star Wars: Episode II - Attack of the Clones,120000000,14.072511,2002,"923,019,191.05",142,6.4,4074
721,Elysium,115000000,15.232738,2013,"314,017,927.00",109,6.4,3510
722,Bruce Almighty,80000000,15.947524,2003,"673,398,227.77",101,6.4,3121
723,Side Effects,30000000,11.645847,2013,"69,546,841.05",106,6.4,1340
724,Crimson Peak,55000000,13.492684,2015,"80,572,280.53",119,6.4,1494
725,Joy,60000000,12.975936,2015,"109,113,834.96",124,6.4,1619
726,Night at the Museum,110000000,16.661966,2006,"728,644,598.43",108,6.4,2949
727,Mamma Mia!,52000000,10.534437,2008,"724,275,460.20",108,6.4,1435
728,Let's Be Cops,17000000,15.962793,2014,"147,587,912.95",104,6.4,1234
729,Ace Ventura: Pet Detective,15000000,11.247957,1994,"184,989,798.63",86,6.4,1684
730,The Grey,25000000,14.31675,2012,"86,063,019.32",117,6.4,1476
731,Hannibal,87000000,2.48875,2001,"507,779,293.78",131,6.4,1296
732,Alice in Wonderland,200000000,17.285093,2010,"1,202,283,708.51",108,6.4,4773
733,Final Destination,23000000,14.961416,2000,"79,148,674.16",98,6.4,1416
734,Yes Man,70000000,9.756289,2008,"268,397,088.13",104,6.4,1869
735,Rush Hour 2,90000000,8.345985,2001,"501,474,915.71",90,6.4,1078
736,The Giver,25000000,12.472206,2014,"72,357,002.95",94,6.4,1859
737,Secret Window,40000000,9.524283,2004,"125,769,707.91",96,6.4,1007
738,The Polar Express,165000000,14.27536,2004,"414,041,419.59",100,6.4,1524
739,Horrible Bosses,35000000,9.856955,2011,"133,023,121.39",98,6.4,2341
740,National Treasure,100000000,18.932203,2004,"470,320,006.86",131,6.4,1974
741,Ocean's Twelve,110000000,11.869347,2004,"491,020,182.09",125,6.4,2169
742,Elf,32000000,8.754132,2003,"240,967,397.02",97,6.4,1007
743,American Pie,11000000,18.344227,1999,"361,422,593.77",95,6.4,2358
744,Wanted,75000000,12.457896,2008,"306,733,121.44",110,6.4,2583
745,The Matrix Revolutions,150000000,15.368205,2003,"590,595,030.18",129,6.4,3155
746,Star Wars: Episode I - The Phantom Menace,115000000,15.649091,1999,"1,418,655,459.67",136,6.4,4526
747,Wedding Crashers,40000000,11.100597,2005,"373,372,722.34",119,6.4,1406
748,Pirates of the Caribbean: On Stranger Tides,380000000,27.88772,2011,"1,188,924,051.45",136,6.4,5068
749,Resident Evil,33000000,7.781292999999999,2002,"146,377,038.43",100,6.4,2100
750,Madagascar 3: Europe's Most Wanted,145000000,13.829042,2012,"831,828,265.51",93,6.4,1857
751,Liar Liar,45000000,10.102471,1997,"482,262,331.81",86,6.4,1456
752,Bolt,150000000,15.580915,2008,"368,146,235.33",98,6.3,1798
753,Oculus,5000000,8.698042999999998,2013,"48,319,887.99",104,6.3,1079
754,Lucy,40000000,36.447603,2014,"136,704,787.29",89,6.3,6048
755,Warcraft,160000000,12.572718,2016,"462,046,898.72",123,6.3,2325
756,Run All Night,50000000,16.838145,2015,"77,208,069.08",114,6.3,1169
757,The Mask of Zorro,95000000,11.348096,1998,"392,630,523.50",136,6.3,1211
758,Kick-Ass 2,28000000,13.570264000000002,2013,"66,613,690.99",103,6.3,2275
759,The Chronicles of Narnia: Prince Caspian,225000000,12.490891,2008,"498,396,963.79",150,6.3,1668
760,Blade II,54000000,17.050639999999998,2002,"220,322,763.66",117,6.3,1556
761,Machete,20000000,7.120403,2010,"36,728,765.59",105,6.3,1171
762,Eagle Eye,80000000,14.324875,2008,"211,479,896.39",118,6.3,1038
763,White House Down,150000000,9.920223,2013,"225,374,569.32",131,6.3,1910
764,The Wolverine,120000000,3.918287,2013,"455,914,935.99",126,6.3,4110
765,Sin City: A Dame to Kill For,65000000,20.623642,2014,"42,570,880.49",102,6.3,1314
766,Insidious: Chapter 3,10000000,10.098792,2015,"112,533,732.91",97,6.3,1005
767,The Number 23,30000000,8.140941,2007,"95,676,963.80",101,6.3,1045
768,The Blair Witch Project,60000,14.838385999999998,1999,"380,633,853.54",81,6.3,1090
769,Safe House,85000000,8.338675,2012,"231,729,466.98",115,6.3,1361
770,Why Him?,38000000,14.531429000000001,2016,"125,755,681.69",111,6.3,1203
771,Saw II,4000000,15.399863,2005,"200,219,899.03",92,6.3,1288
772,Bad Boys II,130000000,8.191436,2003,"379,852,850.38",147,6.3,1588
773,Just Go with It,80000000,9.267959,2011,"244,351,430.28",117,6.3,1588
774,Life,58000000,36.263803,2017,"104,890,003.24",103,6.3,1959
775,Lights Out,4900000,11.494907000000001,2016,"158,607,337.96",81,6.3,1174
776,13 Going on 30,37000000,12.632595,2004,"130,564,964.12",98,6.3,1260
777,The Chronicles of Riddick,105000000,5.060352,2004,"156,713,011.27",119,6.3,1593
778,Bad Moms,20000000,9.362055999999999,2016,"195,968,558.84",100,6.3,1287
779,The Lorax,70000000,7.689394999999998,2012,"388,495,073.18",86,6.3,1048
780,Ted,50000000,19.638605,2012,"611,818,284.61",106,6.3,4811
781,Home Alone 2: Lost in New York,18000000,13.293722,1992,"654,270,654.54",120,6.3,2459
782,Prometheus,130000000,16.624854,2012,"449,000,894.20",124,6.3,5152
783,Men in Black 3,225000000,10.684385,2012,"694,963,617.70",106,6.3,4228
784,Power Rangers,100000000,23.247298,2017,"148,492,991.71",124,6.3,1321
785,The Mechanic,40000000,9.832342,2011,"58,064,941.53",93,6.3,1066
786,TRON: Legacy,170000000,21.259,2010,"469,032,776.25",125,6.3,2895
787,The Witch,3500000,11.840138,2016,"43,068,344.74",92,6.3,1471
788,Unstoppable,100000000,12.697059,2010,"196,734,789.80",98,6.3,1193
789,Self/less,26000000,25.301568,2015,"32,931,598.68",116,6.3,1122
790,The Beach,40000000,14.430310999999998,2000,"213,910,234.76",119,6.3,1271
791,Black Mass,53000000,10.61072,2015,"106,636,472.03",122,6.3,1262
792,Jack Reacher,60000000,12.789812,2012,"243,160,671.35",130,6.3,3046
793,Spectre,245000000,24.926577,2015,"950,162,436.80",148,6.3,4552
794,X-Men: The Last Stand,210000000,0.867943,2006,"582,630,149.87",104,6.3,3581
795,Over the Hedge,80000000,9.382953,2006,"435,548,988.38",83,6.3,1116
796,Silent Hill,50000000,7.938457,2006,"123,800,722.88",125,6.3,1093
797,Ghostbusters II,37000000,16.414239000000002,1989,"444,164,794.41",108,6.3,1131
798,Hitch,70000000,13.35076,2005,"481,942,024.55",118,6.3,1721
799,X-Men Origins: Wolverine,150000000,1.456541,2009,"444,718,761.42",107,6.2,4086
800,The Other Woman,40000000,9.389354,2014,"212,576,895.02",109,6.2,1467
801,DodgeBall: A True Underdog Story,20000000,11.967379,2004,"227,033,322.75",92,6.2,1009
802,Neighbors,18000000,11.90575,2014,"289,682,497.59",96,6.2,2773
803,Underworld: Rise of the Lycans,35000000,11.654958,2009,"108,900,187.44",92,6.2,1447
804,Kong: Skull Island,185000000,29.429112,2017,"591,159,216.76",118,6.2,3161
805,Despicable Me 3,80000000,36.631519,2017,"1,064,178,732.31",96,6.2,2002
806,The Village,60000000,8.172707,2004,"347,472,503.25",108,6.2,1101
807,The Day After Tomorrow,125000000,15.049695000000002,2004,"736,741,414.46",124,6.2,2462
808,The 40 Year Old Virgin,26000000,11.519662,2005,"143,298,360.99",116,6.2,2020
809,A Walk Among the Tombstones,28000000,14.914924,2014,"57,450,507.48",113,6.2,1145
810,The Shallows,17000000,13.689175,2016,"126,891,932.59",86,6.2,1619
811,Alien³,50000000,17.126768,1992,"291,190,986.86",114,6.2,1664
812,Insurgent,110000000,27.887186,2015,"318,533,367.07",119,6.2,3921
813,Ted 2,68000000,42.061481,2015,"234,146,311.19",115,6.2,2524
814,Knocked Up,30000000,9.058516,2007,"270,226,076.47",129,6.2,1255
815,Goosebumps,58000000,12.365292,2015,"170,642,299.12",103,6.2,1022
816,2 Fast 2 Furious,76000000,2.32462,2003,"328,450,347.92",107,6.2,2087
817,Central Intelligence,50000000,11.374041,2016,"231,166,163.52",107,6.2,1699
818,Madagascar: Escape 2 Africa,150000000,12.668733,2008,"717,219,324.28",89,6.2,1866
819,Hancock,150000000,11.017324,2008,"741,125,453.62",92,6.2,3050
820,Transporter 2,32000000,11.359659,2005,"111,507,246.76",87,6.2,1076
821,The Lost World: Jurassic Park,73000000,0.7881229999999999,1997,"364,949,257.24",129,6.2,2528
822,Tomorrowland,190000000,22.296076,2015,"225,657,215.76",130,6.2,2904
823,War of the Worlds,132000000,19.929377,2005,"774,745,310.86",116,6.2,2397
824,The Girl on the Train,45000000,10.217291000000001,2016,"184,515,100.61",112,6.2,1837
825,Dracula Untold,70000000,16.316318,2014,"232,829,812.83",92,6.2,2439
826,Transformers: The Last Knight,260000000,39.186819,2017,"631,104,471.50",149,6.2,1440
827,The A-Team,110000000,16.747792999999998,2010,"207,794,406.86",117,6.2,1737
828,Olympus Has Fallen,70000000,10.978188,2013,"176,713,545.70",120,6.2,3010
829,The Karate Kid,40000000,11.690781,2010,"419,545,425.96",140,6.2,1675
830,Ice Age: Continental Drift,95000000,13.26958,2012,"976,966,423.16",88,6.2,2731
831,How the Grinch Stole Christmas,123000000,11.642462,2000,"512,500,910.26",104,6.2,1440
832,Due Date,65000000,11.73956,2010,"248,291,410.81",95,6.2,1737
833,The Hangover Part II,80000000,21.893532,2011,"289,303,671.05",102,6.2,3836
834,Contagion,60000000,8.244359,2011,"156,389,251.16",106,6.2,1351
835,Salt,110000000,8.704455000000001,2010,"343,898,413.42",100,6.2,2125
836,Riddick,38000000,9.596377,2013,"107,917,795.41",119,6.2,2066
837,This Is the End,32000000,11.414048,2013,"138,320,884.27",107,6.2,2394
838,The Mortal Instruments: City of Bones,60000000,14.336187,2013,"99,388,747.42",130,6.2,1649
839,Prince of Persia: The Sands of Time,150000000,18.459955,2010,"392,934,627.30",116,6.2,2372
840,The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000,12.383398,2010,"487,349,682.20",113,6.2,1555
841,Gangster Squad,60000000,8.581558,2013,"115,450,089.69",113,6.2,1805
842,Upside Down,60000000,7.37535,2012,"9,027,986.31",104,6.2,1094
843,Robin Hood,200000000,10.56812,2010,"364,228,341.94",140,6.2,1434
844,Mars Attacks!,70000000,15.63424,1996,"165,204,391.63",106,6.1,1544
845,Meet the Fockers,80000000,11.876386,2004,"699,341,447.87",115,6.1,1412
846,Quantum of Solace,200000000,13.678120000000002,2008,"696,067,807.22",106,6.1,3015
847,Turbo,135000000,8.979753,2013,"310,100,100.38",96,6.1,1094
848,Horrible Bosses 2,42000000,20.903362,2014,"116,313,097.95",108,6.1,1575
849,Taken 3,48000000,18.081483,2014,"351,921,221.45",109,6.1,2225
850,Night at the Museum: Secret of the Tomb,127000000,19.539436,2014,"377,472,703.45",97,6.1,1893
851,The Interview,44000000,14.526049,2014,"13,333,379.82",112,6.1,2340
852,Austin Powers: The Spy Who Shagged Me,33000000,13.984182,1999,"477,235,174.01",95,6.1,1034
853,American Reunion,50000000,8.10609,2012,"261,702,250.13",113,6.1,1641
854,Transformers: Dark of the Moon,195000000,4.5035050000000005,2011,"1,277,643,872.29",154,6.1,3351
855,The Expendables 2,100000000,14.881566,2012,"348,105,506.36",103,6.1,2940
856,The Other Guys,100000000,12.536621,2010,"199,815,219.78",107,6.1,1406
857,That Awkward Moment,8000000,8.060402999999999,2014,"28,140,051.83",94,6.1,1020
858,The Fast and the Furious: Tokyo Drift,85000000,2.238808,2006,"200,993,761.23",104,6.1,1749
859,Saw III,10000000,14.938035,2006,"207,853,678.55",108,6.1,1104
860,The Twilight Saga: Breaking Dawn - Part 2,120000000,26.080995,2012,"923,237,369.34",115,6.1,2641
861,Vacation,31000000,11.33038,2015,"112,620,408.74",99,6.1,1218
862,Gone in Sixty Seconds,90000000,14.091765,2000,"352,221,996.83",118,6.1,1511
863,No Strings Attached,25000000,8.88057,2011,"168,018,935.12",107,6.1,1367
864,Pain & Gain,25000000,9.218002,2013,"94,570,909.48",130,6.1,1595
865,The Internship,58000000,0.393865,2013,"48,286,695.28",119,6.1,1691
866,Paper Towns,12000000,9.662731,2015,"92,259,473.04",109,6.1,1997
867,Resident Evil: Extinction,45000000,3.009134,2007,"183,063,024.70",94,6.1,1308
868,Men in Black II,140000000,16.775716,2002,"627,977,031.28",88,6.1,3188
869,The Purge: Election Year,10000000,13.1789,2016,"126,345,503.82",105,6.1,1356
870,Taken 2,45000000,16.376482,2012,"418,899,529.37",91,6.1,2783
871,National Treasure: Book of Secrets,130000000,12.854373,2007,"564,147,429.12",124,6.1,1782
872,John Carter,260000000,14.670353,2012,"316,438,884.45",132,6.1,2170
873,Magic Mike,7000000,8.732425,2012,"186,230,643.31",110,6.1,1062
874,27 Dresses,30000000,10.342202,2008,"190,331,202.36",111,6.1,1013
875,The Incredible Hulk,150000000,19.125537,2008,"194,431,850.08",114,6.1,3086
876,Resident Evil: Apocalypse,45000000,7.850797,2004,"175,152,246.21",94,6.1,1286
877,The Boss Baby,125000000,13.392824,2017,"520,387,482.56",97,6.1,2336
878,300: Rise of an Empire,110000000,12.904677,2014,"364,677,731.48",102,6.1,2438
879,Need for Speed,66000000,18.271383,2014,"219,594,809.99",130,6.1,1560
880,Ace Ventura: When Nature Calls,30000000,8.205447999999999,1995,"356,345,018.29",90,6.1,1128
881,Godzilla,160000000,14.019239,2014,"571,545,208.46",123,6.1,3232
882,Baywatch,69000000,35.637691,2017,"185,548,638.23",116,6.1,1829
883,What Women Want,70000000,9.963079,2000,"555,518,951.68",127,6.1,1021
884,The Woman in Black,17000000,8.896678999999997,2012,"142,250,649.80",95,6.1,1237
885,17 Again,20000000,11.362762,2009,"162,440,995.87",102,6.1,1388
886,Zoolander,28000000,10.40782,2001,"87,756,616.84",89,6.1,1363
887,The Expendables 3,90000000,14.753545,2014,"222,722,093.37",127,6.1,1830
888,Underworld: Awakening,70000000,12.345348,2012,"178,313,632.29",88,6.1,1885
889,The Family,30000000,8.047735000000001,2013,"40,488,640.91",111,6.1,1052
890,Casper,50000000,12.812539,1995,"483,092,120.77",100,6.0,1045
891,The Mummy Returns,98000000,16.945657,2001,"625,191,948.97",130,6.0,2258
892,The Expendables,80000000,14.75562,2010,"321,788,536.20",103,6.0,2977
893,Monsters vs Aliens,175000000,14.243634,2009,"454,788,222.65",94,6.0,1464
894,Antz,60000000,16.025625,1998,"269,438,561.77",83,6.0,1320
895,Shrek Forever After,165000000,11.803808,2010,"882,347,738.16",93,6.0,2021
896,The Purge,3000000,23.207663,2013,"98,031,458.90",86,6.0,2498
897,American Wedding,55000000,14.397139,2003,"321,638,919.60",103,6.0,1158
898,Death Race,45000000,13.530029999999998,2008,"87,603,694.11",105,6.0,1205
899,The Hangover Part III,103000000,25.085639,2013,"397,267,890.17",100,6.0,2991
900,Transformers: Revenge of the Fallen,150000000,4.351756,2009,"996,928,676.92",150,6.0,3192
901,Scary Movie,19000000,12.446738,2000,"412,831,913.15",88,6.0,1468
902,The Host,44000000,11.342024,2013,"69,496,846.76",125,6.0,1859
903,Fifty Shades Darker,55000000,29.130443,2017,"395,210,894.39",118,6.0,2341
904,The BFG,140000000,18.769476,2016,"195,339,446.28",120,6.0,1026
905,Johnny English Reborn,45000000,10.668658,2011,"182,001,309.20",101,6.0,1026
906,Shrek the Third,160000000,14.072479,2007,"985,497,360.30",93,6.0,2355
907,The Huntsman: Winter's War,115000000,17.260203,2016,"175,369,887.83",114,6.0,1575
908,The Visit,5000000,15.021057999999998,2015,"106,218,062.67",94,6.0,1405
909,American Ultra,28000000,9.534828,2015,"29,280,912.60",96,6.0,1099
910,Under the Skin,13300000,6.707974,2014,"5,812,125.82",108,6.0,1118
911,The Tourist,100000000,12.845045,2010,"326,784,094.70",103,6.0,1744
912,Van Helsing,160000000,12.643312,2004,"406,436,402.10",132,6.0,1674
913,The Bourne Legacy,130000000,14.89499,2012,"308,012,631.74",120,6.0,2683
914,Mama,15000000,16.018525,2013,"160,770,300.62",100,6.0,1452
915,Robots,75000000,12.949715,2005,"341,322,178.01",91,6.0,1383
916,San Andreas,110000000,20.547925,2015,"507,613,948.28",114,6.0,3017
917,Click,82500000,9.796552,2006,"301,463,830.13",107,6.0,2167
918,Percy Jackson & the Olympians: The Lightning Thief,95000000,9.785895,2010,"265,544,870.89",118,6.0,2079
919,Predators,40000000,9.034929,2010,"148,013,853.66",107,6.0,1231
920,Get Smart,80000000,11.35779,2008,"273,972,458.58",110,6.0,1072
921,Grown Ups,80000000,23.981251,2010,"318,224,205.99",102,6.0,1746
922,American Pie 2,30000000,10.25103,2001,"415,174,783.97",108,6.0,1375
923,Jobs,12000000,14.294019,2013,"39,432,023.76",128,6.0,1183
924,Mission: Impossible II,125000000,18.97178,2000,"811,332,395.17",123,5.9,1966
925,Jack Ryan: Shadow Recruit,60000000,11.234862,2014,"54,606,703.25",105,5.9,1194
926,Sucker Punch,82000000,13.779526999999998,2011,"102,089,563.19",110,5.9,1661
927,Allegiant,110000000,18.386172,2016,"190,972,600.61",121,5.9,2064
928,The Secret Life of Pets,75000000,11.01395,2016,"932,727,477.05",87,5.9,3536
929,How to Be Single,38000000,8.898988000000001,2016,"119,692,651.14",110,5.9,1225
930,Knight and Day,117000000,12.758942,2010,"307,086,708.88",109,5.9,1583
931,Suicide Squad,175000000,42.965027,2016,"794,374,724.20",123,5.9,7717
932,I Am Number Four,50000000,9.388376,2011,"164,281,087.73",109,5.9,1606
933,Surrogates,80000000,16.211937,2009,"145,963,301.63",89,5.9,1219
934,Percy Jackson: Sea of Monsters,90000000,10.338222,2013,"191,587,067.08",106,5.9,1685
935,Transcendence,100000000,9.730176,2014,"111,310,258.85",119,5.9,2339
936,Paranormal Activity,15000,12.706424,2007,"238,500,135.36",86,5.9,1351
937,Date Night,55000000,8.443736,2010,"178,513,865.73",97,5.9,1148
938,The Twilight Saga: Eclipse,68000000,34.047399,2010,"818,909,846.07",124,5.9,2382
939,Terminator 3: Rise of the Machines,200000000,20.818907,2003,"604,508,152.17",109,5.9,2177
940,Jason Bourne,120000000,19.133256,2016,"442,664,552.12",123,5.9,2386
941,Spider-Man 3,258000000,27.614265000000003,2007,"1,098,870,597.05",139,5.9,3687
942,Transporter 3,30000000,9.296824,2008,"129,429,032.42",104,5.9,1110
943,Waterworld,175000000,16.885184,1995,"443,311,016.10",135,5.9,1017
944,Alien: Resurrection,70000000,15.57784,1997,"258,089,719.63",109,5.9,1388
945,Happy Feet,100000000,15.088318,2006,"487,473,288.52",108,5.9,1457
946,Final Destination 2,26000000,12.638573,2003,"125,663,216.08",90,5.9,1046
947,The Angry Birds Movie,73000000,11.171927,2016,"372,660,954.77",97,5.9,1048
948,The Lone Ranger,255000000,12.729104,2013,"97,988,969.90",149,5.9,2361
949,Trainwreck,35000000,17.310647,2015,"151,904,996.92",125,5.9,1193
950,Resident Evil: The Final Chapter,40000000,0.75571,2016,"332,668,497.78",107,5.9,1139
951,The Dictator,65000000,7.446085000000001,2012,"199,770,673.29",83,5.9,1789
952,The Magnificent Seven,90000000,13.809622000000001,2016,"172,981,727.60",132,5.9,2358
953,47 Ronin,175000000,14.88937,2013,"165,669,977.93",119,5.9,1357
954,Knowing,50000000,9.806904,2009,"185,303,658.57",121,5.9,1528
955,This Means War,65000000,12.366641,2012,"174,818,790.18",103,5.9,1411
956,Terminator Salvation,200000000,16.507496,2009,"442,680,477.18",115,5.9,2496
957,The Sorcerer's Apprentice,150000000,12.533525,2010,"252,398,224.80",109,5.9,1526
958,Night at the Museum: Battle of the Smithsonian,150000000,15.417181,2009,"492,453,369.09",105,5.9,2026
959,Jumper,85000000,11.03897,2008,"263,931,789.41",88,5.9,1855
960,Ghost in the Shell,110000000,68.726676,2017,"177,145,455.73",107,5.9,2547
961,Journey 2: The Mysterious Island,79000000,9.46307,2012,"396,126,475.31",94,5.8,1050
962,The Boy,10000000,17.028854,2016,"68,387,356.01",97,5.8,1133
963,Snow White and the Huntsman,170000000,18.751554,2012,"441,683,885.02",127,5.8,3183
964,Transformers: Age of Extinction,210000000,18.495599,2014,"1,179,012,603.73",165,5.8,3136
965,Resident Evil: Afterlife,60000000,0.452934,2010,"351,986,799.99",97,5.8,1382
966,London Has Fallen,60000000,15.037993,2016,"219,214,217.07",99,5.8,1656
967,Journey to the Center of the Earth,45000000,10.419974,2008,"120,785,957.93",93,5.8,1353
968,Grown Ups 2,80000000,9.411725,2013,"271,046,694.78",100,5.8,1180
969,Snitch,35000000,13.542675,2013,"47,112,957.65",112,5.8,1155
970,Teenage Mutant Ninja Turtles,125000000,22.337973,2014,"515,505,027.46",101,5.8,2677
971,Cars 2,200000000,13.693001999999998,2011,"636,524,044.72",106,5.8,2088
972,Die Another Day,140000000,12.996474,2002,"613,980,068.71",133,5.8,1112
973,Carrie,30000000,18.399055,2013,"90,421,542.67",100,5.8,1505
974,Terminator Genisys,155000000,30.188198,2015,"475,368,457.43",126,5.8,3677
975,Twilight,37000000,31.282029,2008,"466,289,229.04",122,5.8,3688
976,Shark Tale,75000000,17.999273000000006,2004,"497,153,109.36",90,5.8,1612
977,The Golden Compass,180000000,11.481379,2007,"459,143,534.61",113,5.8,1347
978,The Great Wall,150000000,15.884744,2016,"353,672,632.29",103,5.8,1465
979,The Monuments Men,70000000,11.132411,2014,"167,424,663.07",118,5.8,1545
980,Total Recall,125000000,16.42635,2012,"221,401,090.25",121,5.8,2540
981,The Twilight Saga: Breaking Dawn - Part 1,110000000,25.9725,2011,"809,703,617.52",117,5.8,2622
982,xXx,70000000,12.722381,2002,"394,349,923.72",124,5.8,1454
983,Blade: Trinity,65000000,18.860681,2004,"174,489,688.12",123,5.7,1276
984,Inferno,75000000,18.311054000000002,2016,"234,414,316.36",121,5.7,2316
985,Dirty Grandpa,11500000,16.290585999999998,2016,"100,226,971.91",102,5.7,1429
986,The League of Extraordinary Gentlemen,78000000,10.488765,2003,"249,120,177.52",110,5.7,1181
987,Parker,35000000,13.963892,2013,"50,719,292.29",118,5.7,1467
988,Dark Shadows,150000000,10.665859,2012,"273,437,682.92",113,5.7,2383
989,Alien: Covenant,97000000,72.884078,2017,"242,430,143.35",122,5.7,2677
990,The Last Witch Hunter,90000000,13.412445000000002,2015,"158,530,666.19",106,5.7,1345
991,Bee Movie,150000000,8.774374,2007,"354,741,598.35",91,5.7,1208
992,"Hail, Caesar!",22000000,11.241366000000001,2016,"67,811,273.50",106,5.7,1338
993,RoboCop,120000000,10.246549,2014,"262,169,701.52",102,5.7,2385
994,Lara Croft: Tomb Raider,115000000,15.851722,2001,"396,621,366.67",100,5.7,2235
995,Jurassic Park III,93000000,0.648867,2001,"532,452,020.67",92,5.7,2109
996,Batman v Superman: Dawn of Justice,250000000,31.435879,2016,"930,385,965.02",151,5.7,7189
997,Valentine's Day,52000000,7.4667210000000015,2010,"253,807,344.01",125,5.7,1043
998,Hansel & Gretel: Witch Hunters,50000000,10.337211,2013,"246,704,929.43",88,5.7,3290
999,Oz: The Great and Powerful,200000000,11.137329,2013,"539,788,788.51",130,5.7,3576
1000,Indiana Jones and the Kingdom of the Crystal Skull,185000000,12.577266,2008,"934,244,466.50",122,5.7,2558
1001,Exodus: Gods and Kings,140000000,16.320249,2014,"289,546,845.88",150,5.6,1957
1002,Ice Age: Collision Course,105000000,20.151037,2016,"435,306,916.74",100,5.6,1170
1003,Resident Evil: Retribution,65000000,0.948759,2012,"267,459,588.43",95,5.6,1618
1004,Into the Woods,50000000,9.580785,2014,"229,992,127.25",125,5.6,1688
1005,The 5th Wave,38000000,10.788263,2016,"117,096,080.50",112,5.6,1993
1006,Charlie's Angels,92000000,9.774985,2000,"392,170,661.19",98,5.6,1253
1007,AVP: Alien vs. Predator,70000000,12.636205,2004,"231,718,971.78",101,5.6,1241
1008,Pixels,88000000,21.14796,2015,"262,860,777.08",105,5.6,2564
1009,Clash of the Titans,125000000,11.972347,2010,"272,832,414.68",106,5.6,2280
1010,Planet of the Apes,100000000,17.319836,2001,"522,967,486.83",119,5.6,1270
1011,The Twilight Saga: New Moon,50000000,30.121292,2009,"846,167,282.21",130,5.6,2518
1012,2012,200000000,16.698628,2009,"917,484,495.30",158,5.6,4994
1013,Hercules,100000000,19.606895,2014,"262,937,811.58",99,5.6,1707
1014,G.I. Joe: The Rise of Cobra,175000000,11.787058,2009,"360,565,630.06",118,5.6,1988
1015,Sausage Party,19000000,17.56963,2016,"149,909,795.15",83,5.6,2310
1016,Identity Thief,35000000,7.321172,2013,"190,913,532.43",111,5.6,1667
1017,Neighbors 2: Sorority Rising,35000000,9.914008,2016,"115,873,140.92",91,5.6,1490
