,title,revenue
10101,Lords of Dogtown,13411957.0
10104,Mr. & Mrs. Smith,478207520.0
10105,The Adventures of Sharkboy and Lavagirl,69425966.0
10110,Ladies in Lavender,20377075.0
10111,It's All Gone Pete Tong,120620.0
10114,Innocent Voices,837000.0
10120,Quo Vadis,30000000.0
10122,Batman Begins,374218673.0
10132,Herbie Fully Loaded,66002004.0
10134,Land of the Dead,46770602.0
10135,Bewitched,131426169.0
10148,Somebody Up There Likes Me,3360000.0
10149,An Unmarried Woman,24000000.0
10177,War of the Worlds,591739379.0
10182,March of the Penguins,127392239.0
10187,Rebound,16809014.0
10190,Dark Water,25473093.0
10192,Fantastic Four,330579719.0
10193,Murderball,1750211.0
10196,Wedding Crashers,285176741.0
10203,Russian Dolls,23727301.0
10215,Hustle & Flow,23563727.0
10216,Hardware,5728953.0
10220,Funny Ha Ha,76901.0
10221,The Island,162949164.0
10222,Bad News Bears,34252847.0
10224,Last Days,1928985.0
10226,Sky High,86369815.0
10227,Stealth,76932943.0
10228,Must Love Dogs,58405313.0
10240,Serenity,38869464.0
10245,Broken Flowers,45742101.0
10253,The Heart is Deceitful Above All Things,176153.0
10255,Man-Thing,143000.0
10257,The Dukes of Hazzard,110803676.0
10261,Deuce Bigalow: European Gigolo,22400154.0
10262,The Skeleton Key,91974818.0
10263,Four Brothers,92374674.0
10264,The Great Raid,10166502.0
10282,Private Resort,331816.0
10293,Teen Witch,27843.0
10300,Black,733094.0
10301,The 40 Year Old Virgin,109449237.0
10305,Red Eye,57891803.0
10309,Dilwale Dulhania Le Jayenge,100000000.0
10313,Caché,36000000.0
10315,Asterix & Obelix Take on Caesar,1644060.0
10320,Supercross,3102550.0
10321,Valiant,19478106.0
10322,The Brothers Grimm,105316267.0
10328,The Cave,15007991.0
10329,Undiscovered,1046166.0
10331,The Constant Gardener,82466670.0
10332,Transporter 2,85167639.0
10334,Just Like Heaven,102854431.0
10335,Proof,7535331.0
10336,Lord of War,24127895.0
10338,Cry_Wolf,10047674.0
10339,Everything is Illuminated,2697930.0
10340,Thumbsucker,1919197.0
10343,G,3020784.0
10350,Revenge of the Ninja,13168027.0
10368,Doom,55987321.0
10369,Domino,22944502.0
10370,Waiting...,18637690.0
10371,Æon Flux,52304001.0
10374,An Unfinished Life,18618284.0
10375,The Man,12382362.0
10383,The Exorcism of Emily Rose,144216468.0
10384,Flightplan,223387299.0
10385,Corpse Bride,117195061.0
10386,Green Street Hooligans,3154346.0
10387,A History of Violence,60740827.0
10388,Oliver Twist,42093706.0
10389,The Greatest Game Ever Played,15431177.0
10390,Capote,49084830.0
10398,Into the Blue,44434439.0
10400,Mirrormask,866999.0
10411,The Curse of the Were-Rabbit,192452832.0
10413,Kiss Kiss Bang Bang,15785148.0
10420,Beowulf & Grendel,92076.0
10425,Goal!: The Dream Begins,27610873.0
10430,The Wraith,3500000.0
10436,In Her Shoes,83073883.0
10439,55 Days at Peking,10000000.0
10444,The Squid and the Whale,11098131.0
10445,Two for the Money,30526509.0
10450,Brokeback Mountain,178043761.0
10452,Elizabethtown,52034889.0
10453,North Country,25224242.0
10455,"Good Night, and Good Luck.",54600000.0
10460,The Proposition,5048693.0
10464,The Fog,46201432.0
10469,Shopgirl,11588205.0
10473,Emmanuel's Gift,23578.0
10474,Stay,8342132.0
10476,The Legend of Zorro,142400065.0
10479,The Weather Man,12482775.0
10480,Saw II,152925093.0
10484,Don't Move,11837022.0
10498,Empire of the Wolves,11875866.0
10503,Manderlay,674918.0
10507,Damnation Alley,8720000.0
10517,Jarhead,96889998.0
10520,Chicken Little,314432665.0
10521,Romance & Cigarettes,2945242.0
10524,Joyeux Noël,17709155.0
10535,Get Rich or Die Tryin',46442528.0
10537,Just Friends,50817508.0
10538,Syriana,94000000.0
10543,Derailed,57479076.0
10545,Pride & Prejudice,121147947.0
10549,Wolf Creek,27762648.0
10554,Harry Potter and the Goblet of Fire,895921036.0
10556,Walk the Line,186438883.0
10557,Rent,31670620.0
10561,Zathura: A Space Adventure,64321501.0
10566,Bee Season,6856989.0
10569,"Yours, Mine & Ours",72028752.0
10572,First Descent,739690.0
10585,Match Point,85306374.0
10595,Paradise Now,3357075.0
10597,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",748806957.0
10598,King Kong,550000000.0
10599,Memoirs of a Geisha,162242962.0
10604,Cuban Rafters,62153.0
10612,Down,163169.0
10616,The Matador,17297244.0
10623,Mozart and the Whale,84967.0
10633,The Three Burials of Melquiades Estrada,12036149.0
10641,Munich,130358911.0
10642,The Producers,38058335.0
10643,Transamerica,13350369.0
10644,Rumor Has It...,88933562.0
10645,Cheaper by the Dozen 2,129181830.0
10646,Fun with Dick and Jane,202026112.0
10647,The Ringer,40442437.0
10648,Casanova,37691644.0
10660,Keeping Mum,18564702.0
10673,The New World,30536013.0
10688,Sympathy for Lady Vengeance,23803308.0
10700,District B13,9584131.0
10701,BloodRayne,2405420.0
10702,Hostel,80578934.0
10703,Grandma's Boy,6538177.0
10704,Tristan & Isolde,28000000.0
10705,Glory Road,42647449.0
10706,Last Holiday,38399961.0
10707,Hoodwinked!,51053787.0
10709,Underworld: Evolution,111340801.0
10718,Riding Alone for Thousands of Miles,3752325.0
10720,Revolution,358574.0
10724,Little Manhattan,1117920.0
10742,Water,10422387.0
10750,Bandidas,10496317.0
10760,Annapolis,17496992.0
10761,Big Momma's House 2,138259062.0
10762,Nanny McPhee,122489822.0
10776,Final Destination 3,117719158.0
10778,Something New,11400000.0
10781,Dave Chappelle's Block Party,11718595.0
10785,Imagine Me & You,2455831.0
10794,Troll,5450815.0
10796,Curious George,69834815.0
10797,Firewall,82800000.0
10802,When a Stranger Calls,66966987.0
10803,Tamara,206871.0
10806,Freedomland,14655628.0
10807,Winter Passing,113783.0
10808,Eight Below,120455994.0
10809,Date Movie,48548426.0
10810,Running Scared,9500000.0
10811,Madea's Family Reunion,57231524.0
10813,Ultraviolet,31070211.0
10814,Just My Luck,38159905.0
10815,Pulse,29907685.0
10817,16 Blocks,65664721.0
10824,Failure to Launch,128406887.0
10825,Ultimate Avengers,6700000.0
10826,Ice Age: The Meltdown,660940780.0
10839,V for Vendetta,132511035.0
10840,She's the Man,33889159.0
10841,Thank You for Smoking,24793509.0
10842,Find Me Guilty,2636637.0
10843,Inside Man,184376254.0
10844,Tsotsi,9879971.0
10845,Aquamarine,23006849.0
10847,Leprechaun 2,2260622.0
10854,Lights in the Dusk,1615018.0
10857,The Hills Have Eyes,69623713.0
10858,The Shaggy Dog,61112916.0
10861,Son of the Pink Panther,2438031.0
10863,The Lives of Others,70000000.0
10870,Resurrection,3910019.0
10874,Take the Lead,34742066.0
10881,Lucky Number Slevin,56308881.0
10885,Volver,85582407.0
10887,Akeelah and the Bee,18948425.0
10892,Stay Alive,27105095.0
10894,Basic Instinct 2,38629478.0
10895,Brick,3919254.0
10901,This Film Is Not Yet Rated,302179.0
10903,ATL,21170563.0
10908,Renaissance,1831348.0
10912,Friends with Money,13368437.0
10920,Candy,2077763.0
10922,The Child,5507396.0
10927,Scary Movie 4,178262620.0
10928,Hard Candy,7022209.0
10930,La Chinoise,30857.0
10935,Pinocchio and the Emperor of the Night,3261638.0
10936,Corvette Summer,15500000.0
10937,The Sentinel,77920346.0
10940,The Wild,37384046.0
10942,Silent Hill,97607453.0
10943,Battle in Heaven,253527.0
10944,American Dreamz,7314027.0
10947,Mata Hari,2227000.0
10949,Kinky Boots,8895428.0
10951,The Protector,27165581.0
10952,Mission: Impossible III,397850012.0
10957,RV,87528173.0
10958,United 93,76286096.0
10967,Down in the Valley,852872.0
10969,Over the Hedge,343397247.0
10971,Poseidon,181674817.0
10972,The Da Vinci Code,767820459.0
10973,X-Men: The Last Stand,459359555.0
10974,The Break-Up,204999686.0
10976,Twelve and Holding,95687.0
10979,Cars,461983149.0
10980,Wassup Rockers,634074.0
10981,The Lost City,4386236.0
10982,Standing Still,12762.0
10991,The Notorious Bettie Page,1410778.0
10998,The Omen,119188334.0
11000,Nacho Libre,80197993.0
11001,The Lake House,114830111.0
11002,Click,237681299.0
11007,The Devil Wears Prada,326551094.0
11008,Pirates of the Caribbean: Dead Man's Chest,1065659812.0
11009,"You, Me and Dupree",130431368.0
11010,Clerks II,26888376.0
11011,Lady in the Water,42285169.0
11012,My Super Ex-Girlfriend,60896147.0
11019,Marie Antoinette,60474340.0
11022,Who Killed the Electric Car?,1678874.0
11025,An Inconvenient Truth,46243000.0
11051,Fearless,6971266.0
11054,The Fast and the Furious: Tokyo Drift,158468292.0
11055,Garfield: A Tail of Two Kitties,141702264.0
11061,Waist Deep,21353303.0
11067,Superman Returns,391081192.0
11068,Edward II,694438.0
11073,Little Miss Sunshine,100523181.0
11077,Curse of the Pink Panther,4491986.0
11087,Babel,135330182.0
11094,Prophecy,54000000.0
11102,Army of Shadows,741766.0
11104,Little Man,101595121.0
11114,Monster House,140175006.0
11120,Snakes on a Plane,62022014.0
11121,Scoop,31584901.0
11122,Talladega Nights: The Ballad of Ricky Bobby,162966177.0
11123,Night at the Museum,574480841.0
11124,World Trade Center,162945894.0
11125,Stranger Than Fiction,53653224.0
11126,The Valley of Decision,9132000.0
11130,Miami Vice,163794509.0
11138,The Pursuit of Happyness,307077295.0
11140,John Tucker Must Die,41009669.0
11141,The Ant Bully,55181129.0
11146,Mrs Palfrey at The Claremont,1720953.0
11152,Crank,42931041.0
11155,Black Gold,5446000.0
11159,Chaos,10289.0
11161,Barnyard,72779000.0
11170,Step Up,114194847.0
11171,Zoom,12506188.0
11172,Bon Cop Bad Cop,12671300.0
11176,Half Nelson,4911725.0
11182,Tideland,566611.0
11187,Cabin in the Sky,1606624.0
11190,Material Girls,11449638.0
11191,Accepted,38505009.0
11201,The Illusionist,86915017.0
11205,The Queen,123384128.0
11207,Beerfest,19179969.0
11208,How to Eat Fried Worms,13022756.0
11209,Invincible,57806952.0
11229,The Wicker Man,38755073.0
11230,Crossover,7000000.0
11231,The Quiet,381420.0
11235,Framed,5839164.0
11238,The Wind That Shakes the Barley,22889018.0
11248,Hollywoodland,16803753.0
11249,The Covenant,37597471.0
11255,Sherrybaby,622806.0
11257,Idiocracy,495303.0
11263,The Fountain,15304890.0
11270,The Science of Sleep,9524340.0
11272,Initial D,7096000.0
11276,The Black Dahlia,49111202.0
11278,Everyone's Hero,16627188.0
11279,Gridiron Gang,41480851.0
11286,Lemming,793604.0
11292,Vixen!,6000000.0
11296,Apocalypto,120175290.0
11299,Flyboys,17800000.0
11300,Jackass Number Two,72778712.0
11301,All the King's Men,9450897.0
11302,Conversations with Other Women,973525.0
11305,The Assault,203781.0
11306,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,261572744.0
11308,Pan's Labyrinth,83258226.0
11310,The Guardian,55011732.0
11311,Open Season,197309027.0
11312,School for Scoundrels,17807569.0
11316,The Departed,289847354.0
11318,Employee of the Month,38368909.0
11319,Stormbreaker,23937870.0
11325,Running with Scissors,6754898.0
11329,The Grudge 2,39143839.0
11330,Man of the Year,41237648.0
11331,The Marine,22165608.0
11332,Infamous,1151330.0
11333,One Night with the King,13391174.0
11341,Feast,658573.0
11343,Little Children,14821658.0
11344,Deliver Us from Evil,201275.0
11347,Facing the Giants,10178331.0
11349,The Last King of Scotland,48027970.0
11351,Shortbus,5179037.0
11353,Children of Men,69959751.0
11354,The Prestige,109676311.0
11355,Flags of Our Fathers,65900249.0
11356,Flicka,21000000.0
11359,9th Company,24000000.0
11362,A Guide To Recognizing Your Saints,516139.0
11364,13 Tzameti,767311.0
11365,Saw III,163876815.0
11366,Catch a Fire,4291965.0
11367,Death of a President,167000.0
11373,The Charge of the Light Brigade,2736000.0
11376,Flushed Away,64459316.0
11377,Perfume: The Story of a Murderer,132180323.0
11379,The Santa Clause 3: The Escape Clause,84500122.0
11394,A Good Year,42064105.0
11398,The Return,11992014.0
11399,For Your Consideration,5542025.0
11402,Fuck,19791.0
11404,Casino Royale,599045960.0
11405,Happy Feet,384335608.0
11406,Let's Go to Prison,4630045.0
11407,Déjà Vu,180557550.0
11409,Deck the Halls,47231070.0
11410,10 Items or Less,580527.0
11411,The Holiday,194168700.0
11414,Snow Cake,1381665.0
11415,Harsh Times,5967038.0
11425,Tenacious D in The Pick of Destiny,13405595.0
11435,Van Wilder 2: The Rise of Taj,6086508.0
11437,Blood Diamond,170877916.0
11444,Charlotte's Web,144000000.0
11445,Eragon,249288105.0
11446,Rocky Balboa,155721132.0
11448,Fur: An Imaginary Portrait of Diane Arbus,2281089.0
11452,Another Gay Movie,745327.0
11463,We Are Marshall,43545364.0
11466,The Good Shepherd,59908565.0
11467,Dreamgirls,154937680.0
11472,Freedom Writers,41170784.0
11476,INLAND EMPIRE,849055.0
11480,The History Boys,13401952.0
11481,Notes on a Scandal,49469904.0
11486,DOA: Dead or Alive,480314.0
11490,The Good German,5914908.0
11492,Letters from Iwo Jima,68673228.0
11494,Black Christmas,21510851.0
11495,Happily N'Ever After,38085778.0
11497,Code Name: The Cleaner,10337477.0
11498,Stomp the Yard,75511123.0
11499,Miss Potter,35078241.0
11500,Arthur and the Invisibles,107944236.0
11519,Primeval,10597734.0
11520,Alpha Dog,15309302.0
11521,The Hitcher,25399945.0
11527,Time,14742.0
11537,Bridge to Terabithia,137587063.0
11540,Killer of Sheep,362222.0
11545,Kenny,7778177.0
11546,49 Up,238073.0
11547,Waitress,22179430.0
11554,Catch and Release,16158487.0
11555,Smokin' Aces,57103895.0
11557,Epic Movie,86865564.0
11558,The Messengers,1109660.0
11559,Because I Said So,69485490.0
11560,Hannibal Rising,82169884.0
11561,Norbit,95673607.0
11565,Cocaine Cowboys,163000.0
11567,Ratatouille,623722818.0
11572,"Paris, je t'aime",4857367.0
11573,The Astronaut Farmer,11130889.0
11578,It's a Boy Girl Thing,7385434.0
11579,Myra Breckinridge,3000000.0
11583,Days of Glory,22963701.0
11587,Unknown,3338228.0
11591,Trailer Park Boys: The Movie,3833507.0
11592,Ghost Rider,228738393.0
11593,Breach,33231264.0
11594,Daddy's Little Girls,31609243.0
11595,Music and Lyrics,145896422.0
11596,The Number 23,77566815.0
11597,Reno 911!: Miami,20342161.0
11598,Black Snake Moan,10903846.0
11609,Kidulthood,165000.0
11617,Hot Fuzz,80573774.0
11634,Next,76066841.0
11635,Breaking and Entering,8974829.0
11638,Iraq in Fragments,202000.0
11640,Romanzo criminale,4851244.0
11642,Wise Guys,8475466.0
11646,Zodiac,84785914.0
11652,Wild Hogs,253625427.0
11662,300,422610419.0
11668,The Last Mimzy,27297451.0
11669,Priceless,2036198.0
11670,The Host,88489643.0
11674,Diary of a Hitman,31815.0
11676,Becoming Jane,37311672.0
11677,Right at Your Door,2043704.0
11679,The Namesake,20138836.0
11683,I Think I Love My Wife,13196245.0
11688,Premonition,84146832.0
11689,Dead Silence,22217407.0
11690,Reign Over Me,22222308.0
11692,Shooter,95696996.0
11694,TMNT,95608995.0
11701,Black Book,26193068.0
11705,A Moment of Innocence,37598.0
11720,The Lookout,5367030.0
11725,The Reaping,62771059.0
11727,Meet the Robinsons,169332978.0
11730,Seraphim Falls,1196307.0
11732,Sunshine,32017803.0
11736,The Hoax,11772461.0
11744,Goya's Ghosts,9448082.0
11745,Perfect Stranger,73090611.0
11746,Disturbia,117760134.0
11747,Pathfinder,30822861.0
11752,Puccini for Beginners,89417.0
11753,Slow Burn,1237615.0
11762,The Contract,5549200.0
11763,Fracture,91354215.0
11768,Vacancy,35300645.0
11771,In the Land of Women,17500000.0
11774,Mr. Bean's Holiday,229736344.0
11777,The Invisible,26810113.0
11779,The Condemned,8642858.0
11780,Spider-Man 3,890871626.0
11781,Lucky You,5761917.0
11790,Tales from Earthsea,68000000.0
11795,The Rocket: The Legend of Rocket Richard,2019009.0
11797,The Ex,3091922.0
11799,Paprika,944915.0
11804,Red Road,1128345.0
11805,The Adventures of Mark Twain,849915.0
11807,Day Watch,38862717.0
11808,This Is England,8176544.0
11811,Knocked Up,219076518.0
11812,Hairspray,90450008.0
11815,28 Weeks Later,64238440.0
11825,Shrek the Third,798958165.0
11826,Once,20710513.0
11827,Pirates of the Caribbean: At World's End,961000000.0
11828,Bug,8059140.0
11829,Mr. Brooks,41637263.0
11831,Gracie,2955039.0
11837,"I'm a Cyborg, But That's OK",4354510.0
11838,Dragon Tiger Gate,8685526.0
11840,88 Minutes,16930884.0
11842,The Breed,1675484.0
11844,Cashback,2294291.0
11845,Ocean's Thirteen,311312624.0
11848,Ten Canoes,300000.0
11857,Alone With Her,10018.0
11858,Hostel: Part II,35619521.0
11860,Paranoid Park,486021.0
11863,Surf's Up,149044513.0
11864,Fantastic 4: Rise of the Silver Surfer,289047763.0
11866,Fido,426224.0
11869,Death Proof,25037897.0
11870,Robot Monster,1000000.0
11871,Rescue Dawn,7177143.0
11875,The TV Set,265198.0
11876,The Valet,29326868.0
11894,Swoon,340147.0
11906,Still Smokin,15543000.0
11911,Sicko,24538513.0
11912,Popular Music,28000000.0
11916,A Mighty Heart,18928871.0
11917,1408,94679598.0
11920,High Road to China,28400000.0
11921,Live Free or Die Hard,383531464.0
11922,License to Wed,69307224.0
11924,Evan Almighty,173000000.0
11925,Transformers,709709780.0
11926,Captivity,2626800.0
11927,Harry Potter and the Order of the Phoenix,938212738.0
11928,I Now Pronounce You Chuck & Larry,186072214.0
11931,The Mean Season,4300000.0
11936,First Snow,382267.0
11941,Manufactured Landscapes,240239.0
11950,The Piano Tuner of Earthquakes,27953.0
11954,Hot Rod,14334401.0
11955,Stardust,135560026.0
11959,The Simpsons Movie,527068851.0
11960,I Know Who Killed Me,9620399.0
11961,No Reservations,92601050.0
11965,The Bourne Ultimatum,442824138.0
11970,You Kill Me,2426851.0
11977,Czech Dream,17393.0
11985,Superbad,121463226.0
11987,Joshua,719968.0
11988,Talk to Me,4778376.0
11996,The War Tapes,254190.0
12001,Rush Hour 3,258022233.0
12003,The Last Legion,25303038.0
12007,Balls of Fury,41098065.0
12008,Sydney White,13620075.0
12009,The Kingdom,86658558.0
12013,Daddy Day Camp,18197398.0
12014,The Invasion,15071514.0
12015,War,40452643.0
12016,Illegal Tender,3106835.0
12017,The Nanny Diaries,47738099.0
12019,Halloween,80253908.0
12020,Death Sentence,16974459.0
12021,2 Days in Paris,19776159.0
12030,Behind the Mask: The Rise of Leslie Vernon,69136.0
12038,The Good Night,20380.0
12039,"Watch Out, We're Mad",36782781.0
12042,3:10 to Yuma,70016220.0
12043,Shoot 'Em Up,26820641.0
12049,Atonement,129266061.0
12053,"4 Months, 3 Weeks and 2 Days",1185783.0
12054,No End in Sight,1431623.0
12057,The Brave One,69766619.0
12058,In the Valley of Elah,29541790.0
12059,Rang De Basanti,11502151.0
12060,I Could Never Be Your Woman,9576495.0
12062,December Boys,46474.0
12065,Eastern Promises,55112356.0
12068,Brooklyn Rules,458232.0
12077,The Death and Life of Bobby Z,413454.0
12080,Resident Evil: Extinction,148412065.0
12082,Good Luck Chuck,59192128.0
12083,Into the Wild,56255142.0
12084,The Game Plan,147880543.0
12086,Feast of Love,5741608.0
12089,The Heartbreak Kid,127766650.0
12090,Dan in Real Life,68377859.0
12091,The Darjeeling Limited,24377151.0
12092,We Own the Night,54926886.0
12093,Elizabeth: The Golden Age,74237563.0
12094,Michael Clayton,92991835.0
12095,Sleuth,342835.0
12096,Lars and the Real Girl,11293663.0
12097,30 Days of Night,75505973.0
12098,Rendition,24748670.0
12099,Things We Lost in the Fire,2849142.0
12101,Gone Baby Gone,34619699.0
12109,The Assassination of Jesse James by the Coward Robert Ford,14711793.0
12113,10th & Wolf,143451.0
12122,Control,8159508.0
12138,Black Sheep,4947717.0
12139,The Edge of Heaven,17804565.0
12140,Why Did I Get Married?,55184721.0
12141,Saw IV,139352633.0
12143,For the Bible Tells Me So,312751.0
12158,King of California,1027699.0
12165,American Gangster,266465037.0
12166,Bee Movie,287594577.0
12168,Before the Devil Knows You're Dead,25005257.0
12169,The Diving Bell and the Butterfly,19777647.0
12170,No Country for Old Men,171600000.0
12173,Itty Bitty Titty Committee,18479.0
12177,August Rush,66122026.0
12185,Lions for Lambs,63215872.0
12186,Fred Claus,97838349.0
12187,Beowulf,195735876.0
12188,Mr. Magorium's Wonder Emporium,69474661.0
12189,Love in the Time of Cholera,4607608.0
12190,Southland Tales,374743.0
12197,Rails & Ties,22136.0
12204,12,7537453.0
12209,The Mist,57096190.0
12210,Enchanted,340487652.0
12211,Hitman,99965753.0
12213,P2,7766240.0
12214,Om Shanti Om,37707444.0
12215,Awake,14373825.0
12216,The Golden Compass,372234864.0
12217,I Am Legend,585349010.0
12218,Alvin and the Chipmunks,361366633.0
12222,I'm Not There.,4001121.0
12228,The Orphanage,44000000.0
12230,Juno,231411584.0
12234,My Blueberry Nights,21786738.0
12244,Redacted,782102.0
12248,The Treatment,82701.0
12252,Journey from the Fall,639000.0
12254,The Bucket List,175372502.0
12257,The Kite Runner,73276047.0
12269,Close My Eyes,135893.0
12277,Sweeney Todd: The Demon Barber of Fleet Street,152000000.0
12278,National Treasure: Book of Secrets,457363168.0
12280,There Will Be Blood,77208711.0
12282,Charlie Wilson's War,119000410.0
12284,Aliens vs Predator: Requiem,41797066.0
12285,Walk Hard: The Dewey Cox Story,18317151.0
12288,Rabbit Without Ears,81303447.0
12292,The Great Debaters,30226144.0
12295,The Water Horse,103071443.0
12298,P.S. I Love You,156835339.0
12299,The Perfect Holiday,5800000.0
12300,27 Dresses,160259319.0
12313,The Mostly Unfabulous Social Life of Ethan Green,152810.0
12314,Taare Zameen Par,28430000.0
12316,Dragon Wars: D-War,53587404.0
12320,[REC],30448000.0
12325,Flawless,6819587.0
12328,Cloverfield,170764026.0
12350,The Girl Who Leapt Through Time,3800000.0
12354,First Sunday,38804615.0
12355,Untraceable,32483410.0
12356,Rambo,113244290.0
12358,Meet the Spartans,84646831.0
12359,The Eye,56309766.0
12360,Strange Wilderness,6575282.0
12364,The Signal,249905.0
12365,Hellboy II: The Golden Army,160388063.0
12368,In Bruges,34533783.0
12374,Bamako,111000.0
12388,Dark Angel,9229401.0
12394,Welcome Home Roscoe Jenkins,43650785.0
12395,Fool's Gold,111231041.0
12398,U2 3D,22730842.0
12405,Jumper,222231186.0
12408,"Definitely, Maybe",55447968.0
12415,Vantage Point,151161491.0
12416,The Spiderwick Chronicles,162839667.0
12417,Step Up 2: The Streets,150816700.0
12418,Jodhaa Akbar,13000000.0
12425,Semi-Pro,33472850.0
12426,"Run, Fatboy, Run",33000000.0
12430,Taxi to the Dark Side,274661.0
12440,College Road Trip,68397662.0
12441,"10,000 BC",266000000.0
12442,The Bank Job,64822796.0
12443,Doomsday,22211426.0
12444,Horton Hears a Who!,297138014.0
12445,Funny Games,7938872.0
12447,Mongol: The Rise of Genghis Khan,26527510.0
12449,The Love Guru,41819064.0
12451,Diary of the Dead,5364858.0
12452,Hallam Foe,60641.0
12454,City of Men,307076.0
12461,Justice League: The New Frontier,5231128.0
12467,What Just Happened,6673422.0
12471,Return of the Living Dead 3,54207.0
12472,Miss Pettigrew Lives for a Day,16051363.0
12473,Snow Angels,414404.0
12481,The Dark Knight,1004558444.0
12485,Quiet City,15425.0
12490,Never Back Down,41627431.0
12494,CJ7,47301471.0
12497,Under the Same Moon,23311391.0
12499,Slipstream,27769.0
12502,Alatriste,23321954.0
12503,Joysticks,3952448.0
12508,21,69823199.0
12509,Smart People,10569964.0
12515,Leatherheads,41299492.0
12516,Assembly,34786960.0
12518,Pirates,1641825.0
12521,Stop-Loss,11207130.0
12531,Julia,1300000.0
12536,Nim's Island,100076342.0
12540,Forgetting Sarah Marshall,105173115.0
12542,Superhero Movie,25871834.0
12543,Street Kings,65569869.0
12544,The Visitor,9234510.0
12545,Harold & Kumar Escape from Guantanamo Bay,43493123.0
12548,Speed Racer,93945766.0
12554,The Forbidden Kingdom,127906624.0
12559,Virgin Territory,5410749.0
12560,Happy-Go-Lucky,18130888.0
12566,Son of Rambow,6870249.0
12579,Deception,17741298.0
12580,Baby Mama,63833449.0
12584,Expelled: No Intelligence Allowed,7700000.0
12586,Prom Night,14796236.0
12588,Iron Man,585174222.0
12590,Made of Honor,84601681.0
12594,"The Bread, My Sweet",1023156.0
12595,Taken,226830568.0
12598,The Fall,3669465.0
12599,Stargate: The Ark of Truth,8900000.0
12601,Blind Dating,834457.0
12602,Meet Bill,346592.0
12604,What Happens in Vegas,170000000.0
12614,The Chronicles of Narnia: Prince Caspian,419651413.0
12621,"War, Inc.",1296184.0
12624,King Corn,81368.0
12625,Indiana Jones and the Kingdom of the Crystal Skull,786636033.0
12641,Sex and the City,415252786.0
12642,The Strangers,82391145.0
12644,Bigger Stronger Faster*,307811.0
12648,Kung Fu Panda,631744560.0
12675,You Don't Mess with the Zohan,201596308.0
12679,My Brother Is an Only Child,6463286.0
12691,Chaos Theory,240476.0
12693,Boy A,1200398.0
12694,Doctor Who,42000000.0
12699,The Happening,163403799.0
12700,The Incredible Hulk,163712074.0
12702,The Children of Huang Shi,7400000.0
12704,WALL·E,521311860.0
12705,Wanted,258270008.0
12706,Hancock,624029371.0
12707,Boy Culture,220151.0
12713,Get Smart,230685453.0
12730,West of Zanzibar,921000.0
12732,The Unholy Three,704000.0
12744,The Wackness,2899975.0
12745,Up the Yangtze,783000.0
12752,Sleepwalking,204660.0
12768,Mamma Mia!,609841637.0
12770,Welcome to the Sticks,53191886.0
12772,Kabluey,83398.0
12773,The Stone Angel,473993.0
12782,Towelhead,367638.0
12787,Katyn,14723313.0
12789,Journey to the Center of the Earth,101702060.0
12790,Meet Dave,50650079.0
12793,Death Defying Acts,8380329.0
12795,Shrooms,4910682.0
12805,Death Note,27793200.0
12809,Music Within,153205.0
12810,Transsiberian,5926410.0
12811,Space Chimps,63800345.0
12813,Jimmy Carter Man from Plains,108282.0
12815,Watchmen,185258983.0
12826,Step Brothers,128107642.0
12827,Brideshead Revisited,13204291.0
12828,The X Files: I Want to Believe,68369434.0
12830,Man on Wire,2957978.0
12840,The Tracey Fragments,31576.0
12849,The Mummy: Tomb of the Dragon Emperor,401128639.0
12850,Swing Vote,17600000.0
12851,The Midnight Meat Train,3533227.0
12854,Bottle Shock,4040588.0
12855,Vicky Cristina Barcelona,96408652.0
12857,Fist of the North Star,18000000.0
12866,Pineapple Express,101624843.0
12867,Red Cliff,127814609.0
12873,The Sisterhood of the Traveling Pants 2,44352417.0
12874,Hell Ride,194287.0
12875,Elegy,14894347.0
12882,High School Musical 2,7000000.0
12883,Tropic Thunder,188072649.0
12885,Star Wars: The Clone Wars,68282844.0
12886,Henry Poole Is Here,1829917.0
12888,Mutant Chronicles,2033165.0
12890,Waltz with Bashir,11125849.0
12891,Let the Right One In,10785801.0
12893,Death Race,73762516.0
12894,The House Bunny,70442940.0
12896,The Rocker,8762890.0
12898,Mirrors,72436439.0
12904,Sukiyaki Western Django,2725258.0
12910,Burn After Reading,163720069.0
12911,Disaster Movie,14109284.0
12912,Babylon A.D.,72108608.0
12913,Traitor,23530831.0
12914,College,6230276.0
12916,The Women,50007546.0
12920,The Mother of Tears,54947.0
12921,The Spirit,39031337.0
12927,Bangkok Dangerous,42487390.0
12941,The Foot Fist Way,245000.0
12944,Righteous Kill,73174566.0
12945,Lakeview Terrace,27640028.0
12965,Appaloosa,20211394.0
12966,Miracle at St. Anna,9323833.0
12975,Eagle Eye,178066569.0
12976,How to Lose Friends & Alienate People,17286299.0
12978,Nights in Rodanthe,84375061.0
12980,Nick and Norah's Infinite Playlist,32973937.0
12992,The Accidental Husband,22707064.0
12996,"The Tulse Luper Suitcases, Part 1: The Moab Story",25800.0
13000,Body of Lies,113280098.0
13001,City of Ember,17869048.0
13002,Magicians,1752038.0
13003,"20,000 Leagues Under the Sea",8000000.0
13006,Max Payne,85416905.0
